id,value,room,order,order_common,family,family_common
house.common.Un ID order.Un ID family,1,common,Un ID order,,Un ID family,
house.common.Zygentoma (silverfish),,common,Zygentoma,silverfish,,
house.common.Zygentoma (silverfish).Lepismatidae (silverfish),51,common,Zygentoma,silverfish,Lepismatidae,silverfish
house.kitchen,,kitchen,,,,
"house.kitchen.Acari (mites, ticks)",,kitchen,Acari,"mites, ticks",,
"house.kitchen.Acari (mites, ticks).Oribatida (moss mites)",1,kitchen,Acari,"mites, ticks",Oribatida,moss mites
"house.kitchen.Acari (mites, ticks).Un ID family",4,kitchen,Acari,"mites, ticks",Un ID family,
house.kitchen.Araneae (spiders),,kitchen,Araneae,spiders,,
house.kitchen.Araneae (spiders).Agelenidae (funnel weavers),3,kitchen,Araneae,spiders,Agelenidae,funnel weavers
house.kitchen.Araneae (spiders).Anyphaenidae (ghost spiders),2,kitchen,Araneae,spiders,Anyphaenidae,ghost spiders
house.kitchen.Araneae (spiders).Araneidae (orb weavers),1,kitchen,Araneae,spiders,Araneidae,orb weavers
house.kitchen.Araneae (spiders).Clubionidae (sac spiders),1,kitchen,Araneae,spiders,Clubionidae,sac spiders
"house.kitchen.Araneae (spiders).Corinnidae (antmimics, ground spiders)",2,kitchen,Araneae,spiders,Corinnidae,"antmimics, ground spiders"
house.kitchen.Araneae (spiders).Filistatidae (crevice weavers),2,kitchen,Araneae,spiders,Filistatidae,crevice weavers
house.kitchen.Araneae (spiders).Gnaphosidae (ground spiders),1,kitchen,Araneae,spiders,Gnaphosidae,ground spiders
house.kitchen.Araneae (spiders).Linyphiidae (sheetweb & dwarf spiders),1,kitchen,Araneae,spiders,Linyphiidae,sheetweb & dwarf spiders
house.kitchen.Araneae (spiders).Lycosidae (wolf spiders),5,kitchen,Araneae,spiders,Lycosidae,wolf spiders
house.kitchen.Araneae (spiders).Oecobiidae (wall spiders),4,kitchen,Araneae,spiders,Oecobiidae,wall spiders
house.kitchen.Araneae (spiders).Oonopidae (goblin spiders),1,kitchen,Araneae,spiders,Oonopidae,goblin spiders
house.kitchen.Araneae (spiders).Pholcidae (cellar spiders),17,kitchen,Araneae,spiders,Pholcidae,cellar spiders
house.kitchen.Araneae (spiders).Salticidae (jumping spider),3,kitchen,Araneae,spiders,Salticidae,jumping spider
house.kitchen.Araneae (spiders).Scytodidae (spitting spider),1,kitchen,Araneae,spiders,Scytodidae,spitting spider
house.kitchen.Araneae (spiders).Theridiidae (cobweb spiders),66,kitchen,Araneae,spiders,Theridiidae,cobweb spiders
house.kitchen.Araneae (spiders).Thomisidae (crab spiders),1,kitchen,Araneae,spiders,Thomisidae,crab spiders
house.kitchen.Araneae (spiders).Un ID family,8,kitchen,Araneae,spiders,Un ID family,
house.kitchen.Blattodea (cockroaches),,kitchen,Blattodea,cockroaches,,
house.kitchen.Blattodea (cockroaches).Blattellidae (cockroaches),1,kitchen,Blattodea,cockroaches,Blattellidae,cockroaches
house.kitchen.Blattodea (cockroaches).Blattidae (cockroaches),11,kitchen,Blattodea,cockroaches,Blattidae,cockroaches
house.kitchen.Coleoptera (beetles),,kitchen,Coleoptera,beetles,,
house.kitchen.Coleoptera (beetles).Aderidae (antlike leaf beetles),3,kitchen,Coleoptera,beetles,Aderidae,antlike leaf beetles
house.kitchen.Coleoptera (beetles).Anobiidae (death watch beetles),7,kitchen,Coleoptera,beetles,Anobiidae,death watch beetles
house.kitchen.Coleoptera (beetles).Anthribidae (fungus weevils),1,kitchen,Coleoptera,beetles,Anthribidae,fungus weevils
house.kitchen.Coleoptera (beetles).Cantharidae (soldier beetles),1,kitchen,Coleoptera,beetles,Cantharidae,soldier beetles
house.kitchen.Coleoptera (beetles).Carabidae (ground beetles),1,kitchen,Coleoptera,beetles,Carabidae,ground beetles
house.kitchen.Coleoptera (beetles).Chrysomelidae (leaf beetles),1,kitchen,Coleoptera,beetles,Chrysomelidae,leaf beetles
house.kitchen.Coleoptera (beetles).Coccinellidae (ladybugs),3,kitchen,Coleoptera,beetles,Coccinellidae,ladybugs
house.kitchen.Coleoptera (beetles).Cryptophagidae (silken fungus beetles),2,kitchen,Coleoptera,beetles,Cryptophagidae,silken fungus beetles
house.kitchen.Coleoptera (beetles).Curculionidae (snout & bark beetles),3,kitchen,Coleoptera,beetles,Curculionidae,snout & bark beetles
house.kitchen.Coleoptera (beetles).Dermestidae (carpet beetles),36,kitchen,Coleoptera,beetles,Dermestidae,carpet beetles
house.kitchen.Coleoptera (beetles).Elateridae (click beetles),4,kitchen,Coleoptera,beetles,Elateridae,click beetles
house.kitchen.Coleoptera (beetles).Lampyridae (fireflies),2,kitchen,Coleoptera,beetles,Lampyridae,fireflies
house.kitchen.Coleoptera (beetles).Latridiidae (minute brown scavenger beetles),6,kitchen,Coleoptera,beetles,Latridiidae,minute brown scavenger beetles
house.kitchen.Coleoptera (beetles).Melyridae (soft winged flower beetles),1,kitchen,Coleoptera,beetles,Melyridae,soft winged flower beetles
house.kitchen.Coleoptera (beetles).Mordellidae (tumbling flower beetles),2,kitchen,Coleoptera,beetles,Mordellidae,tumbling flower beetles
house.kitchen.Coleoptera (beetles).Mycetophagidae (hairy fungus beetles),1,kitchen,Coleoptera,beetles,Mycetophagidae,hairy fungus beetles
house.kitchen.Coleoptera (beetles).Nitidulidae (sap beetles),1,kitchen,Coleoptera,beetles,Nitidulidae,sap beetles
house.kitchen.Coleoptera (beetles).Ptilodactylidae (toe winged beetles),3,kitchen,Coleoptera,beetles,Ptilodactylidae,toe winged beetles
house.kitchen.Coleoptera (beetles).Scarabaeidae (scarab beetles),7,kitchen,Coleoptera,beetles,Scarabaeidae,scarab beetles
house.kitchen.Coleoptera (beetles).Scraptiidae (false flower beetles),1,kitchen,Coleoptera,beetles,Scraptiidae,false flower beetles
house.kitchen.Coleoptera (beetles).Scydmaenidae (ant like stone beetles),1,kitchen,Coleoptera,beetles,Scydmaenidae,ant like stone beetles
house.kitchen.Coleoptera (beetles).Silvanidae (flat bark beetles),2,kitchen,Coleoptera,beetles,Silvanidae,flat bark beetles
house.kitchen.Coleoptera (beetles).Staphylinidae (rove beetles),4,kitchen,Coleoptera,beetles,Staphylinidae,rove beetles
house.kitchen.Coleoptera (beetles).Tenebrionidae (darkling beetles),2,kitchen,Coleoptera,beetles,Tenebrionidae,darkling beetles
house.kitchen.Coleoptera (beetles).Throscidae (false metallic wood boring beetles),1,kitchen,Coleoptera,beetles,Throscidae,false metallic wood boring beetles
house.kitchen.Coleoptera (beetles).Zopheridae (ironclad beetles),3,kitchen,Coleoptera,beetles,Zopheridae,ironclad beetles
house.kitchen.Collembola (springtails),,kitchen,Collembola,springtails,,
house.kitchen.Collembola (springtails).Entomobryidae (slender springtails),17,kitchen,Collembola,springtails,Entomobryidae,slender springtails
house.kitchen.Collembola (springtails).Hypogastruridae (springtails),1,kitchen,Collembola,springtails,Hypogastruridae,springtails
house.kitchen.Collembola (springtails).Tomoceridae (elongate bodied springtails),2,kitchen,Collembola,springtails,Tomoceridae,elongate bodied springtails
house.kitchen.Decapoda (crustaceans),,kitchen,Decapoda,crustaceans,,
house.kitchen.Decapoda (crustaceans).Paguroidea (hermit crabs),2,kitchen,Decapoda,crustaceans,Paguroidea,hermit crabs
house.kitchen.Dermaptera (earwigs),,kitchen,Dermaptera,earwigs,,
house.kitchen.Dermaptera (earwigs).Anisolabididae (earwigs),1,kitchen,Dermaptera,earwigs,Anisolabididae,earwigs
house.kitchen.Dermaptera (earwigs).Forficulidae (earwigs),2,kitchen,Dermaptera,earwigs,Forficulidae,earwigs
house.kitchen.Dermaptera (earwigs).Un ID family,1,kitchen,Dermaptera,earwigs,Un ID family,
house.kitchen.Diplopoda (millipedes),,kitchen,Diplopoda,millipedes,,
house.kitchen.Diplopoda (millipedes).Un ID family,1,kitchen,Diplopoda,millipedes,Un ID family,
house.kitchen.Diptera (flies),,kitchen,Diptera,flies,,
house.kitchen.Diptera (flies).Agromyzidae (leaf miner flies),1,kitchen,Diptera,flies,Agromyzidae,leaf miner flies
house.kitchen.Diptera (flies).Anisopodidae (wood gnats),1,kitchen,Diptera,flies,Anisopodidae,wood gnats
house.kitchen.Diptera (flies).Anthomyiidae (root maggot flies),2,kitchen,Diptera,flies,Anthomyiidae,root maggot flies
"house.kitchen.Diptera (flies).Bibionidae (march flies, lovebugs)",2,kitchen,Diptera,flies,Bibionidae,"march flies, lovebugs"
house.kitchen.Diptera (flies).Calliphoridae (blow flies),5,kitchen,Diptera,flies,Calliphoridae,blow flies
house.kitchen.Diptera (flies).Cecidomyiidae (gall midges),48,kitchen,Diptera,flies,Cecidomyiidae,gall midges
house.kitchen.Diptera (flies).Ceratopogonidae (biting midges),6,kitchen,Diptera,flies,Ceratopogonidae,biting midges
house.kitchen.Diptera (flies).Chaoboridae (phantom midges),3,kitchen,Diptera,flies,Chaoboridae,phantom midges
house.kitchen.Diptera (flies).Chironomidae (non biting midges),32,kitchen,Diptera,flies,Chironomidae,non biting midges
house.kitchen.Diptera (flies).Chloropidae (frit flies),5,kitchen,Diptera,flies,Chloropidae,frit flies
house.kitchen.Diptera (flies).Culicidae (mosquitoes),12,kitchen,Diptera,flies,Culicidae,mosquitoes
house.kitchen.Diptera (flies).Dolichopodidae (longlegged flies),3,kitchen,Diptera,flies,Dolichopodidae,longlegged flies
"house.kitchen.Diptera (flies).Drosophilidae (fruit flies, vinegar flies)",16,kitchen,Diptera,flies,Drosophilidae,"fruit flies, vinegar flies"
house.kitchen.Diptera (flies).Fanniidae (Calyptrate flies),2,kitchen,Diptera,flies,Fanniidae,Calyptrate flies
house.kitchen.Diptera (flies).Heleomyzidae (acalyptrate flies),1,kitchen,Diptera,flies,Heleomyzidae,acalyptrate flies
house.kitchen.Diptera (flies).Muscidae (house flies),2,kitchen,Diptera,flies,Muscidae,house flies
house.kitchen.Diptera (flies).Mycetophilidae (fungus gnats),3,kitchen,Diptera,flies,Mycetophilidae,fungus gnats
house.kitchen.Diptera (flies).Phoridae (scuttle flies),12,kitchen,Diptera,flies,Phoridae,scuttle flies
house.kitchen.Diptera (flies).Psychodidae (sand & moth flies),10,kitchen,Diptera,flies,Psychodidae,sand & moth flies
house.kitchen.Diptera (flies).Sarcophagidae (flesh flies),3,kitchen,Diptera,flies,Sarcophagidae,flesh flies
house.kitchen.Diptera (flies).Scatopsidae (minute black scavenger flies),5,kitchen,Diptera,flies,Scatopsidae,minute black scavenger flies
house.kitchen.Diptera (flies).Sciaridae (dark winged fungus gnats),37,kitchen,Diptera,flies,Sciaridae,dark winged fungus gnats
house.kitchen.Diptera (flies).Stratiomyidae (soldier flies),1,kitchen,Diptera,flies,Stratiomyidae,soldier flies
"house.kitchen.Diptera (flies).Tabanidae (horse flies, deer flies)",1,kitchen,Diptera,flies,Tabanidae,"horse flies, deer flies"
house.kitchen.Diptera (flies).Tachinidae (Tachina flies),1,kitchen,Diptera,flies,Tachinidae,Tachina flies
house.kitchen.Diptera (flies).Tipulidae (large crane flies),12,kitchen,Diptera,flies,Tipulidae,large crane flies
house.kitchen.Diptera (flies).Ulidiidae (picture-winged flies),1,kitchen,Diptera,flies,Ulidiidae,picture-winged flies
house.kitchen.Diptera (flies).Un ID family,3,kitchen,Diptera,flies,Un ID family,
house.kitchen.Hemiptera (true bugs),,kitchen,Hemiptera,true bugs,,
house.kitchen.Hemiptera (true bugs).Anthocoridae (minute pirate bugs),5,kitchen,Hemiptera,true bugs,Anthocoridae,minute pirate bugs
house.kitchen.Hemiptera (true bugs).Aphididae (aphids),11,kitchen,Hemiptera,true bugs,Aphididae,aphids
house.kitchen.Hemiptera (true bugs).Cercopidae (spittlebugs),1,kitchen,Hemiptera,true bugs,Cercopidae,spittlebugs
house.kitchen.Hemiptera (true bugs).Cicadellidae (leafhoppers),22,kitchen,Hemiptera,true bugs,Cicadellidae,leafhoppers
"house.kitchen.Hemiptera (true bugs).Coccoidea (scales, mealybugs)",1,kitchen,Hemiptera,true bugs,Coccoidea,"scales, mealybugs"
house.kitchen.Hemiptera (true bugs).Issidae (Issid planthoppers),1,kitchen,Hemiptera,true bugs,Issidae,Issid planthoppers
house.kitchen.Hemiptera (true bugs).Membracidae (treehoppers),1,kitchen,Hemiptera,true bugs,Membracidae,treehoppers
house.kitchen.Hemiptera (true bugs).Miridae (plant bugs),4,kitchen,Hemiptera,true bugs,Miridae,plant bugs
house.kitchen.Hemiptera (true bugs).Pentatomidae (stink bugs),2,kitchen,Hemiptera,true bugs,Pentatomidae,stink bugs
house.kitchen.Hemiptera (true bugs).Psyllidae (jumping plant lice),1,kitchen,Hemiptera,true bugs,Psyllidae,jumping plant lice
house.kitchen.Hemiptera (true bugs).Reduviidae (assassin bugs),2,kitchen,Hemiptera,true bugs,Reduviidae,assassin bugs
house.kitchen.Hemiptera (true bugs).Rhyparochromidae (dirt colored seed bugs),1,kitchen,Hemiptera,true bugs,Rhyparochromidae,dirt colored seed bugs
house.kitchen.Hemiptera (true bugs).Un ID family,3,kitchen,Hemiptera,true bugs,Un ID family,
"house.kitchen.Hymenoptera (bees, wasps, ants)",,kitchen,Hymenoptera,"bees, wasps, ants",,
"house.kitchen.Hymenoptera (bees, wasps, ants).Bethylidae (cuckoo wasps)",1,kitchen,Hymenoptera,"bees, wasps, ants",Bethylidae,cuckoo wasps
"house.kitchen.Hymenoptera (bees, wasps, ants).Braconidae (parasitoid wasps)",3,kitchen,Hymenoptera,"bees, wasps, ants",Braconidae,parasitoid wasps
"house.kitchen.Hymenoptera (bees, wasps, ants).Chrysididae (cuckoo wasps)",1,kitchen,Hymenoptera,"bees, wasps, ants",Chrysididae,cuckoo wasps
"house.kitchen.Hymenoptera (bees, wasps, ants).Diapriidae (parasitic wasps)",1,kitchen,Hymenoptera,"bees, wasps, ants",Diapriidae,parasitic wasps
"house.kitchen.Hymenoptera (bees, wasps, ants).Eulophidae (chalcid wasps)",11,kitchen,Hymenoptera,"bees, wasps, ants",Eulophidae,chalcid wasps
"house.kitchen.Hymenoptera (bees, wasps, ants).Formicidae (ants)",72,kitchen,Hymenoptera,"bees, wasps, ants",Formicidae,ants
"house.kitchen.Hymenoptera (bees, wasps, ants).Halictidae (sweat bees)",2,kitchen,Hymenoptera,"bees, wasps, ants",Halictidae,sweat bees
"house.kitchen.Hymenoptera (bees, wasps, ants).Ichneumonidae (scorpion wasps)",3,kitchen,Hymenoptera,"bees, wasps, ants",Ichneumonidae,scorpion wasps
"house.kitchen.Hymenoptera (bees, wasps, ants).Megachilidae (leaf cutter & mason bees)",1,kitchen,Hymenoptera,"bees, wasps, ants",Megachilidae,leaf cutter & mason bees
"house.kitchen.Hymenoptera (bees, wasps, ants).Mymaridae (fairyflies)",1,kitchen,Hymenoptera,"bees, wasps, ants",Mymaridae,fairyflies
"house.kitchen.Hymenoptera (bees, wasps, ants).Platygastridae (parasitic wasps)",1,kitchen,Hymenoptera,"bees, wasps, ants",Platygastridae,parasitic wasps
"house.kitchen.Hymenoptera (bees, wasps, ants).Proctotrupidae (parasitic wasps)",1,kitchen,Hymenoptera,"bees, wasps, ants",Proctotrupidae,parasitic wasps
"house.kitchen.Hymenoptera (bees, wasps, ants).Pteromalidae (Pteromalid wasps)",9,kitchen,Hymenoptera,"bees, wasps, ants",Pteromalidae,Pteromalid wasps
"house.kitchen.Hymenoptera (bees, wasps, ants).Un ID family",1,kitchen,Hymenoptera,"bees, wasps, ants",Un ID family,
"house.kitchen.Isopoda (woodlice, pillbugs, roly-poly's)",,kitchen,Isopoda,"woodlice, pillbugs, roly-poly's",,
"house.kitchen.Isopoda (woodlice, pillbugs, roly-poly's).Armadillidiidae (pillbugs)",10,kitchen,Isopoda,"woodlice, pillbugs, roly-poly's",Armadillidiidae,pillbugs
"house.kitchen.Isopoda (woodlice, pillbugs, roly-poly's).Porcellionidae (woodlice)",2,kitchen,Isopoda,"woodlice, pillbugs, roly-poly's",Porcellionidae,woodlice
"house.kitchen.Isopoda (woodlice, pillbugs, roly-poly's).Trachelipodidae (woodlice)",1,kitchen,Isopoda,"woodlice, pillbugs, roly-poly's",Trachelipodidae,woodlice
house.kitchen.Isoptera (termites),,kitchen,Isoptera,termites,,
house.kitchen.Isoptera (termites).Rhinotermitidae (subterranean termites),3,kitchen,Isoptera,termites,Rhinotermitidae,subterranean termites
"house.kitchen.Lepidoptera (moths, butterflies)",,kitchen,Lepidoptera,"moths, butterflies",,
"house.kitchen.Lepidoptera (moths, butterflies).Geometridae (geometrid moths)",1,kitchen,Lepidoptera,"moths, butterflies",Geometridae,geometrid moths
"house.kitchen.Lepidoptera (moths, butterflies).Noctuidae (owlet moths)",3,kitchen,Lepidoptera,"moths, butterflies",Noctuidae,owlet moths
"house.kitchen.Lepidoptera (moths, butterflies).Pyralidae (pyralid moths)",14,kitchen,Lepidoptera,"moths, butterflies",Pyralidae,pyralid moths
"house.kitchen.Lepidoptera (moths, butterflies).Tineidae (clothes moths)",5,kitchen,Lepidoptera,"moths, butterflies",Tineidae,clothes moths
"house.kitchen.Lepidoptera (moths, butterflies).Un ID family",3,kitchen,Lepidoptera,"moths, butterflies",Un ID family,
house.kitchen.Lithobiomorpha (stone centipedes),,kitchen,Lithobiomorpha,stone centipedes,,
house.kitchen.Lithobiomorpha (stone centipedes).Lithobiidae (stone centipedes),1,kitchen,Lithobiomorpha,stone centipedes,Lithobiidae,stone centipedes
house.kitchen.Microcoryphia (bristletails),,kitchen,Microcoryphia,bristletails,,
house.kitchen.Microcoryphia (bristletails).Machilidae (jumping bristletails),1,kitchen,Microcoryphia,bristletails,Machilidae,jumping bristletails
house.kitchen.Neuroptera (lacewings),,kitchen,Neuroptera,lacewings,,
house.kitchen.Neuroptera (lacewings).Chrysopidae (green lacewings),2,kitchen,Neuroptera,lacewings,Chrysopidae,green lacewings
house.kitchen.Neuroptera (lacewings).Coniopterygidae (dustywings),1,kitchen,Neuroptera,lacewings,Coniopterygidae,dustywings
house.kitchen.Neuroptera (lacewings).Hemerobiidae (brown lacewings),3,kitchen,Neuroptera,lacewings,Hemerobiidae,brown lacewings
"house.kitchen.Orthoptera (grasshoppers, etc)",,kitchen,Orthoptera,"grasshoppers, etc",,
"house.kitchen.Orthoptera (grasshoppers, etc).Myrmecophilidae (ant crickets)",3,kitchen,Orthoptera,"grasshoppers, etc",Myrmecophilidae,ant crickets
"house.kitchen.Orthoptera (grasshoppers, etc).Rhaphidophoridae (camel crickets)",3,kitchen,Orthoptera,"grasshoppers, etc",Rhaphidophoridae,camel crickets
"house.kitchen.Orthoptera (grasshoppers, etc).Tettigoniidae (katydids)",1,kitchen,Orthoptera,"grasshoppers, etc",Tettigoniidae,katydids
house.kitchen.Polydesmida (flat-backed millipedes),,kitchen,Polydesmida,flat-backed millipedes,,
house.kitchen.Polydesmida (flat-backed millipedes).Paradoxosomatidae (millipedes),5,kitchen,Polydesmida,flat-backed millipedes,Paradoxosomatidae,millipedes
house.kitchen.Polydesmida (flat-backed millipedes).Polydesmidae (flat-backed millipedes),2,kitchen,Polydesmida,flat-backed millipedes,Polydesmidae,flat-backed millipedes
house.kitchen.Pseudoscorpiones (pseudoscorpions),,kitchen,Pseudoscorpiones,pseudoscorpions,,
house.kitchen.Pseudoscorpiones (pseudoscorpions).Un ID family,1,kitchen,Pseudoscorpiones,pseudoscorpions,Un ID family,
"house.kitchen.Psocodea (barklice, booklice, parasitic lice)",,kitchen,Psocodea,"barklice, booklice, parasitic lice",,
"house.kitchen.Psocodea (barklice, booklice, parasitic lice).Ectopsocidae (outer barklice)",2,kitchen,Psocodea,"barklice, booklice, parasitic lice",Ectopsocidae,outer barklice
"house.kitchen.Psocodea (barklice, booklice, parasitic lice).Liposcelididae (booklice)",21,kitchen,Psocodea,"barklice, booklice, parasitic lice",Liposcelididae,booklice
"house.kitchen.Psocodea (barklice, booklice, parasitic lice).Stenopsocidae (narrow barklice)",1,kitchen,Psocodea,"barklice, booklice, parasitic lice",Stenopsocidae,narrow barklice
"house.kitchen.Psocodea (barklice, booklice, parasitic lice).Un ID family",6,kitchen,Psocodea,"barklice, booklice, parasitic lice",Un ID family,
house.kitchen.Scutigeromorpha (house centipedes),,kitchen,Scutigeromorpha,house centipedes,,
house.kitchen.Scutigeromorpha (house centipedes).Scutigeridae (house centipedes),5,kitchen,Scutigeromorpha,house centipedes,Scutigeridae,house centipedes
house.kitchen.Siphonaptera (fleas),,kitchen,Siphonaptera,fleas,,
house.kitchen.Siphonaptera (fleas).Pulicidae (fleas),1,kitchen,Siphonaptera,fleas,Pulicidae,fleas
house.kitchen.Spirobolida (round-backed millipedes),,kitchen,Spirobolida,round-backed millipedes,,
house.kitchen.Spirobolida (round-backed millipedes).Spirobolidae (round-backed millipedes),1,kitchen,Spirobolida,round-backed millipedes,Spirobolidae,round-backed millipedes
house.kitchen.Thysanoptera (thrips),,kitchen,Thysanoptera,thrips,,
house.kitchen.Thysanoptera (thrips).Thripidae (thrips),3,kitchen,Thysanoptera,thrips,Thripidae,thrips
house.kitchen.Thysanoptera (thrips).Un ID family,1,kitchen,Thysanoptera,thrips,Un ID family,
house.kitchen.Zygentoma (silverfish),,kitchen,Zygentoma,silverfish,,
house.kitchen.Zygentoma (silverfish).Lepismatidae (silverfish),8,kitchen,Zygentoma,silverfish,Lepismatidae,silverfish
house.other,,other,,,,
"house.other.Acari (mites, ticks)",,other,Acari,"mites, ticks",,
"house.other.Acari (mites, ticks).Un ID family",1,other,Acari,"mites, ticks",Un ID family,
house.other.Araneae (spiders),,other,Araneae,spiders,,
house.other.Araneae (spiders).Agelenidae (funnel weavers),1,other,Araneae,spiders,Agelenidae,funnel weavers
house.other.Araneae (spiders).Linyphiidae (sheetweb & dwarf spiders),1,other,Araneae,spiders,Linyphiidae,sheetweb & dwarf spiders
house.other.Araneae (spiders).Lycosidae (wolf spiders),1,other,Araneae,spiders,Lycosidae,wolf spiders
house.other.Araneae (spiders).Oecobiidae (wall spiders),1,other,Araneae,spiders,Oecobiidae,wall spiders
house.other.Araneae (spiders).Pholcidae (cellar spiders),3,other,Araneae,spiders,Pholcidae,cellar spiders
house.other.Araneae (spiders).Salticidae (jumping spider),2,other,Araneae,spiders,Salticidae,jumping spider
house.other.Araneae (spiders).Theridiidae (cobweb spiders),10,other,Araneae,spiders,Theridiidae,cobweb spiders
house.other.Araneae (spiders).Un ID family,2,other,Araneae,spiders,Un ID family,
house.other.Blattodea (cockroaches),,other,Blattodea,cockroaches,,
house.other.Blattodea (cockroaches).Blattidae (cockroaches),3,other,Blattodea,cockroaches,Blattidae,cockroaches
house.other.Coleoptera (beetles),,other,Coleoptera,beetles,,
house.other.Coleoptera (beetles).Anobiidae (death watch beetles),1,other,Coleoptera,beetles,Anobiidae,death watch beetles
house.other.Coleoptera (beetles).Anthicidae (antlike flower beetles),1,other,Coleoptera,beetles,Anthicidae,antlike flower beetles
house.other.Coleoptera (beetles).Carabidae (ground beetles),4,other,Coleoptera,beetles,Carabidae,ground beetles
house.other.Coleoptera (beetles).Coccinellidae (ladybugs),1,other,Coleoptera,beetles,Coccinellidae,ladybugs
house.other.Coleoptera (beetles).Dermestidae (carpet beetles),8,other,Coleoptera,beetles,Dermestidae,carpet beetles
house.other.Coleoptera (beetles).Elateridae (click beetles),2,other,Coleoptera,beetles,Elateridae,click beetles
house.other.Coleoptera (beetles).Latridiidae (minute brown scavenger beetles),1,other,Coleoptera,beetles,Latridiidae,minute brown scavenger beetles
house.other.Coleoptera (beetles).Mordellidae (tumbling flower beetles),1,other,Coleoptera,beetles,Mordellidae,tumbling flower beetles
house.other.Coleoptera (beetles).Scarabaeidae (scarab beetles),1,other,Coleoptera,beetles,Scarabaeidae,scarab beetles
house.other.Coleoptera (beetles).Silvanidae (flat bark beetles),1,other,Coleoptera,beetles,Silvanidae,flat bark beetles
house.other.Coleoptera (beetles).Staphylinidae (rove beetles),1,other,Coleoptera,beetles,Staphylinidae,rove beetles
house.other.Coleoptera (beetles).Tenebrionidae (darkling beetles),1,other,Coleoptera,beetles,Tenebrionidae,darkling beetles
house.other.Coleoptera (beetles).Un ID family,1,other,Coleoptera,beetles,Un ID family,
house.other.Collembola (springtails),,other,Collembola,springtails,,
house.other.Collembola (springtails).Entomobryidae (slender springtails),4,other,Collembola,springtails,Entomobryidae,slender springtails
house.other.Collembola (springtails).Tomoceridae (elongate bodied springtails),1,other,Collembola,springtails,Tomoceridae,elongate bodied springtails
house.other.Diplopoda (millipedes),,other,Diplopoda,millipedes,,
house.other.Diplopoda (millipedes).Abacionidae (millipedes),1,other,Diplopoda,millipedes,Abacionidae,millipedes
house.other.Diptera (flies),,other,Diptera,flies,,
house.other.Diptera (flies).Cecidomyiidae (gall midges),9,other,Diptera,flies,Cecidomyiidae,gall midges
house.other.Diptera (flies).Chironomidae (non biting midges),1,other,Diptera,flies,Chironomidae,non biting midges
house.other.Diptera (flies).Culicidae (mosquitoes),2,other,Diptera,flies,Culicidae,mosquitoes
"house.other.Diptera (flies).Drosophilidae (fruit flies, vinegar flies)",1,other,Diptera,flies,Drosophilidae,"fruit flies, vinegar flies"
house.other.Diptera (flies).Milichiidae (freeloader flies),1,other,Diptera,flies,Milichiidae,freeloader flies
house.other.Diptera (flies).Muscidae (house flies),2,other,Diptera,flies,Muscidae,house flies
house.other.Diptera (flies).Mycetophilidae (fungus gnats),1,other,Diptera,flies,Mycetophilidae,fungus gnats
house.other.Diptera (flies).Phoridae (scuttle flies),2,other,Diptera,flies,Phoridae,scuttle flies
house.other.Diptera (flies).Psychodidae (sand & moth flies),3,other,Diptera,flies,Psychodidae,sand & moth flies
house.other.Diptera (flies).Sarcophagidae (flesh flies),2,other,Diptera,flies,Sarcophagidae,flesh flies
house.other.Diptera (flies).Scatopsidae (minute black scavenger flies),1,other,Diptera,flies,Scatopsidae,minute black scavenger flies
house.other.Diptera (flies).Sciaridae (dark winged fungus gnats),11,other,Diptera,flies,Sciaridae,dark winged fungus gnats
house.other.Diptera (flies).Stratiomyidae (soldier flies),1,other,Diptera,flies,Stratiomyidae,soldier flies
"house.other.Diptera (flies).Tabanidae (horse flies, deer flies)",1,other,Diptera,flies,Tabanidae,"horse flies, deer flies"
house.other.Hemiptera (true bugs),,other,Hemiptera,true bugs,,
house.other.Hemiptera (true bugs).Cicadellidae (leafhoppers),1,other,Hemiptera,true bugs,Cicadellidae,leafhoppers
house.other.Hemiptera (true bugs).Delphacidae (Delphacid planthoppers),1,other,Hemiptera,true bugs,Delphacidae,Delphacid planthoppers
house.other.Hemiptera (true bugs).Lygaeidae (seed bugs),1,other,Hemiptera,true bugs,Lygaeidae,seed bugs
house.other.Hemiptera (true bugs).Miridae (plant bugs),1,other,Hemiptera,true bugs,Miridae,plant bugs
house.other.Hemiptera (true bugs).Reduviidae (assassin bugs),1,other,Hemiptera,true bugs,Reduviidae,assassin bugs
house.other.Hemiptera (true bugs).Un ID family,1,other,Hemiptera,true bugs,Un ID family,
"house.other.Hymenoptera (bees, wasps, ants)",,other,Hymenoptera,"bees, wasps, ants",,
"house.other.Hymenoptera (bees, wasps, ants).Apidae (bees)",1,other,Hymenoptera,"bees, wasps, ants",Apidae,bees
"house.other.Hymenoptera (bees, wasps, ants).Encyrtidae (Chalcid wasps)",1,other,Hymenoptera,"bees, wasps, ants",Encyrtidae,Chalcid wasps
"house.other.Hymenoptera (bees, wasps, ants).Eulophidae (chalcid wasps)",3,other,Hymenoptera,"bees, wasps, ants",Eulophidae,chalcid wasps
"house.other.Hymenoptera (bees, wasps, ants).Formicidae (ants)",19,other,Hymenoptera,"bees, wasps, ants",Formicidae,ants
"house.other.Hymenoptera (bees, wasps, ants).Ichneumonidae (scorpion wasps)",1,other,Hymenoptera,"bees, wasps, ants",Ichneumonidae,scorpion wasps
