id,room,order,order_common,family,family_common,value,absent,room_total,order_room_total
house.kitchen.Araneae (spiders).Araneidae (orb weavers),kitchen,Araneae,spiders,Araneidae,orb weavers,1,49,50,44
house.kitchen.Araneae (spiders).Clubionidae (sac spiders),kitchen,Araneae,spiders,Clubionidae,sac spiders,1,49,50,44
"house.kitchen.Araneae (spiders).Corinnidae (antmimics, ground spiders)",kitchen,Araneae,spiders,Corinnidae,"antmimics, ground spiders",2,48,50,44
house.kitchen.Araneae (spiders).Filistatidae (crevice weavers),kitchen,Araneae,spiders,Filistatidae,crevice weavers,2,48,50,44
house.kitchen.Araneae (spiders).Gnaphosidae (ground spiders),kitchen,Araneae,spiders,Gnaphosidae,ground spiders,1,49,50,44
house.kitchen.Araneae (spiders).Linyphiidae (sheetweb & dwarf spiders),kitchen,Araneae,spiders,Linyphiidae,sheetweb & dwarf spiders,1,49,50,44
house.kitchen.Araneae (spiders).Lycosidae (wolf spiders),kitchen,Araneae,spiders,Lycosidae,wolf spiders,4,46,50,44
house.kitchen.Araneae (spiders).Oecobiidae (wall spiders),kitchen,Araneae,spiders,Oecobiidae,wall spiders,4,46,50,44
house.kitchen.Araneae (spiders).Oonopidae (goblin spiders),kitchen,Araneae,spiders,Oonopidae,goblin spiders,1,49,50,44
house.kitchen.Araneae (spiders).Pholcidae (cellar spiders),kitchen,Araneae,spiders,Pholcidae,cellar spiders,16,34,50,44
house.kitchen.Araneae (spiders).Salticidae (jumping spider),kitchen,Araneae,spiders,Salticidae,jumping spider,3,47,50,44
house.kitchen.Araneae (spiders).Scytodidae (spitting spider),kitchen,Araneae,spiders,Scytodidae,spitting spider,1,49,50,44
house.kitchen.Araneae (spiders).Theridiidae (cobweb spiders),kitchen,Araneae,spiders,Theridiidae,cobweb spiders,35,15,50,44
house.kitchen.Araneae (spiders).Thomisidae (crab spiders),kitchen,Araneae,spiders,Thomisidae,crab spiders,1,49,50,44
house.kitchen.Araneae (spiders).Un ID family,kitchen,Araneae,spiders,Un ID family,,7,43,50,44
house.kitchen.Blattodea (cockroaches).Blattellidae (cockroaches),kitchen,Blattodea,cockroaches,Blattellidae,cockroaches,1,49,50,9
house.kitchen.Blattodea (cockroaches).Blattidae (cockroaches),kitchen,Blattodea,cockroaches,Blattidae,cockroaches,8,42,50,9
house.kitchen.Coleoptera (beetles).Aderidae (antlike leaf beetles),kitchen,Coleoptera,beetles,Aderidae,antlike leaf beetles,3,47,50,36
house.kitchen.Coleoptera (beetles).Anobiidae (death watch beetles),kitchen,Coleoptera,beetles,Anobiidae,death watch beetles,7,43,50,36
house.kitchen.Coleoptera (beetles).Anthribidae (fungus weevils),kitchen,Coleoptera,beetles,Anthribidae,fungus weevils,1,49,50,36
house.kitchen.Coleoptera (beetles).Cantharidae (soldier beetles),kitchen,Coleoptera,beetles,Cantharidae,soldier beetles,1,49,50,36
house.kitchen.Coleoptera (beetles).Carabidae (ground beetles),kitchen,Coleoptera,beetles,Carabidae,ground beetles,1,49,50,36
house.kitchen.Coleoptera (beetles).Chrysomelidae (leaf beetles),kitchen,Coleoptera,beetles,Chrysomelidae,leaf beetles,1,49,50,36
house.kitchen.Coleoptera (beetles).Coccinellidae (ladybugs),kitchen,Coleoptera,beetles,Coccinellidae,ladybugs,2,48,50,36
house.kitchen.Coleoptera (beetles).Cryptophagidae (silken fungus beetles),kitchen,Coleoptera,beetles,Cryptophagidae,silken fungus beetles,2,48,50,36
house.kitchen.Coleoptera (beetles).Curculionidae (snout & bark beetles),kitchen,Coleoptera,beetles,Curculionidae,snout & bark beetles,3,47,50,36
house.kitchen.Coleoptera (beetles).Dermestidae (carpet beetles),kitchen,Coleoptera,beetles,Dermestidae,carpet beetles,29,21,50,36
house.kitchen.Coleoptera (beetles).Elateridae (click beetles),kitchen,Coleoptera,beetles,Elateridae,click beetles,4,46,50,36
house.kitchen.Coleoptera (beetles).Lampyridae (fireflies),kitchen,Coleoptera,beetles,Lampyridae,fireflies,2,48,50,36
house.kitchen.Coleoptera (beetles).Latridiidae (minute brown scavenger beetles),kitchen,Coleoptera,beetles,Latridiidae,minute brown scavenger beetles,6,44,50,36
house.kitchen.Coleoptera (beetles).Melyridae (soft winged flower beetles),kitchen,Coleoptera,beetles,Melyridae,soft winged flower beetles,1,49,50,36
house.kitchen.Coleoptera (beetles).Mordellidae (tumbling flower beetles),kitchen,Coleoptera,beetles,Mordellidae,tumbling flower beetles,2,48,50,36
house.kitchen.Coleoptera (beetles).Mycetophagidae (hairy fungus beetles),kitchen,Coleoptera,beetles,Mycetophagidae,hairy fungus beetles,1,49,50,36
house.kitchen.Coleoptera (beetles).Nitidulidae (sap beetles),kitchen,Coleoptera,beetles,Nitidulidae,sap beetles,1,49,50,36
house.kitchen.Coleoptera (beetles).Ptilodactylidae (toe winged beetles),kitchen,Coleoptera,beetles,Ptilodactylidae,toe winged beetles,3,47,50,36
house.kitchen.Coleoptera (beetles).Scarabaeidae (scarab beetles),kitchen,Coleoptera,beetles,Scarabaeidae,scarab beetles,5,45,50,36
house.kitchen.Coleoptera (beetles).Scraptiidae (false flower beetles),kitchen,Coleoptera,beetles,Scraptiidae,false flower beetles,1,49,50,36
house.kitchen.Coleoptera (beetles).Scydmaenidae (ant like stone beetles),kitchen,Coleoptera,beetles,Scydmaenidae,ant like stone beetles,1,49,50,36
house.kitchen.Coleoptera (beetles).Silvanidae (flat bark beetles),kitchen,Coleoptera,beetles,Silvanidae,flat bark beetles,2,48,50,36
house.kitchen.Coleoptera (beetles).Staphylinidae (rove beetles),kitchen,Coleoptera,beetles,Staphylinidae,rove beetles,3,47,50,36
house.kitchen.Coleoptera (beetles).Tenebrionidae (darkling beetles),kitchen,Coleoptera,beetles,Tenebrionidae,darkling beetles,1,49,50,36
house.kitchen.Coleoptera (beetles).Throscidae (false metallic wood boring beetles),kitchen,Coleoptera,beetles,Throscidae,false metallic wood boring beetles,1,49,50,36
house.kitchen.Coleoptera (beetles).Zopheridae (ironclad beetles),kitchen,Coleoptera,beetles,Zopheridae,ironclad beetles,3,47,50,36
house.kitchen.Collembola (springtails).Entomobryidae (slender springtails),kitchen,Collembola,springtails,Entomobryidae,slender springtails,12,38,50,13
house.kitchen.Collembola (springtails).Hypogastruridae (springtails),kitchen,Collembola,springtails,Hypogastruridae,springtails,1,49,50,13
house.kitchen.Collembola (springtails).Tomoceridae (elongate bodied springtails),kitchen,Collembola,springtails,Tomoceridae,elongate bodied springtails,2,48,50,13
house.kitchen.Decapoda (crustaceans).Paguroidea (hermit crabs),kitchen,Decapoda,crustaceans,Paguroidea,hermit crabs,1,49,50,1
house.kitchen.Dermaptera (earwigs).Anisolabididae (earwigs),kitchen,Dermaptera,earwigs,Anisolabididae,earwigs,1,49,50,3
house.kitchen.Dermaptera (earwigs).Forficulidae (earwigs),kitchen,Dermaptera,earwigs,Forficulidae,earwigs,2,48,50,3
house.kitchen.Dermaptera (earwigs).Un ID family,kitchen,Dermaptera,earwigs,Un ID family,,1,49,50,3
house.kitchen.Diplopoda (millipedes).Un ID family,kitchen,Diplopoda,millipedes,Un ID family,,1,49,50,1
house.kitchen.Diptera (flies).Agromyzidae (leaf miner flies),kitchen,Diptera,flies,Agromyzidae,leaf miner flies,1,49,50,40
house.kitchen.Diptera (flies).Anisopodidae (wood gnats),kitchen,Diptera,flies,Anisopodidae,wood gnats,1,49,50,40
house.kitchen.Diptera (flies).Anthomyiidae (root maggot flies),kitchen,Diptera,flies,Anthomyiidae,root maggot flies,2,48,50,40
"house.kitchen.Diptera (flies).Bibionidae (march flies, lovebugs)",kitchen,Diptera,flies,Bibionidae,"march flies, lovebugs",1,49,50,40
house.kitchen.Diptera (flies).Calliphoridae (blow flies),kitchen,Diptera,flies,Calliphoridae,blow flies,3,47,50,40
house.kitchen.Diptera (flies).Cecidomyiidae (gall midges),kitchen,Diptera,flies,Cecidomyiidae,gall midges,23,27,50,40
house.kitchen.Diptera (flies).Ceratopogonidae (biting midges),kitchen,Diptera,flies,Ceratopogonidae,biting midges,5,45,50,40
house.kitchen.Diptera (flies).Chaoboridae (phantom midges),kitchen,Diptera,flies,Chaoboridae,phantom midges,3,47,50,40
house.kitchen.Diptera (flies).Chironomidae (non biting midges),kitchen,Diptera,flies,Chironomidae,non biting midges,15,35,50,40
house.kitchen.Diptera (flies).Chloropidae (frit flies),kitchen,Diptera,flies,Chloropidae,frit flies,4,46,50,40
house.kitchen.Diptera (flies).Culicidae (mosquitoes),kitchen,Diptera,flies,Culicidae,mosquitoes,11,39,50,40
house.kitchen.Diptera (flies).Dolichopodidae (longlegged flies),kitchen,Diptera,flies,Dolichopodidae,longlegged flies,2,48,50,40
"house.kitchen.Diptera (flies).Drosophilidae (fruit flies, vinegar flies)",kitchen,Diptera,flies,Drosophilidae,"fruit flies, vinegar flies",11,39,50,40
house.kitchen.Diptera (flies).Fanniidae (Calyptrate flies),kitchen,Diptera,flies,Fanniidae,Calyptrate flies,2,48,50,40
house.kitchen.Diptera (flies).Heleomyzidae (acalyptrate flies),kitchen,Diptera,flies,Heleomyzidae,acalyptrate flies,1,49,50,40
house.kitchen.Diptera (flies).Muscidae (house flies),kitchen,Diptera,flies,Muscidae,house flies,2,48,50,40
house.kitchen.Diptera (flies).Mycetophilidae (fungus gnats),kitchen,Diptera,flies,Mycetophilidae,fungus gnats,3,47,50,40
house.kitchen.Diptera (flies).Phoridae (scuttle flies),kitchen,Diptera,flies,Phoridae,scuttle flies,9,41,50,40
house.kitchen.Diptera (flies).Psychodidae (sand & moth flies),kitchen,Diptera,flies,Psychodidae,sand & moth flies,7,43,50,40
house.kitchen.Diptera (flies).Sarcophagidae (flesh flies),kitchen,Diptera,flies,Sarcophagidae,flesh flies,3,47,50,40
house.kitchen.Diptera (flies).Scatopsidae (minute black scavenger flies),kitchen,Diptera,flies,Scatopsidae,minute black scavenger flies,5,45,50,40
house.kitchen.Diptera (flies).Sciaridae (dark winged fungus gnats),kitchen,Diptera,flies,Sciaridae,dark winged fungus gnats,21,29,50,40
house.kitchen.Diptera (flies).Stratiomyidae (soldier flies),kitchen,Diptera,flies,Stratiomyidae,soldier flies,1,49,50,40
"house.kitchen.Diptera (flies).Tabanidae (horse flies, deer flies)",kitchen,Diptera,flies,Tabanidae,"horse flies, deer flies",1,49,50,40
house.kitchen.Diptera (flies).Tachinidae (Tachina flies),kitchen,Diptera,flies,Tachinidae,Tachina flies,1,49,50,40
house.kitchen.Diptera (flies).Tipulidae (large crane flies),kitchen,Diptera,flies,Tipulidae,large crane flies,9,41,50,40
house.kitchen.Diptera (flies).Ulidiidae (picture-winged flies),kitchen,Diptera,flies,Ulidiidae,picture-winged flies,1,49,50,40
house.kitchen.Diptera (flies).Un ID family,kitchen,Diptera,flies,Un ID family,,3,47,50,40
house.kitchen.Hemiptera (true bugs).Anthocoridae (minute pirate bugs),kitchen,Hemiptera,true bugs,Anthocoridae,minute pirate bugs,4,46,50,29
house.kitchen.Hemiptera (true bugs).Aphididae (aphids),kitchen,Hemiptera,true bugs,Aphididae,aphids,10,40,50,29
house.kitchen.Hemiptera (true bugs).Cercopidae (spittlebugs),kitchen,Hemiptera,true bugs,Cercopidae,spittlebugs,1,49,50,29
house.kitchen.Hemiptera (true bugs).Cicadellidae (leafhoppers),kitchen,Hemiptera,true bugs,Cicadellidae,leafhoppers,15,35,50,29
"house.kitchen.Hemiptera (true bugs).Coccoidea (scales, mealybugs)",kitchen,Hemiptera,true bugs,Coccoidea,"scales, mealybugs",1,49,50,29
house.kitchen.Hemiptera (true bugs).Issidae (Issid planthoppers),kitchen,Hemiptera,true bugs,Issidae,Issid planthoppers,1,49,50,29
house.kitchen.Hemiptera (true bugs).Membracidae (treehoppers),kitchen,Hemiptera,true bugs,Membracidae,treehoppers,1,49,50,29
house.kitchen.Hemiptera (true bugs).Miridae (plant bugs),kitchen,Hemiptera,true bugs,Miridae,plant bugs,4,46,50,29
house.kitchen.Hemiptera (true bugs).Pentatomidae (stink bugs),kitchen,Hemiptera,true bugs,Pentatomidae,stink bugs,2,48,50,29
house.kitchen.Hemiptera (true bugs).Psyllidae (jumping plant lice),kitchen,Hemiptera,true bugs,Psyllidae,jumping plant lice,1,49,50,29
house.kitchen.Hemiptera (true bugs).Reduviidae (assassin bugs),kitchen,Hemiptera,true bugs,Reduviidae,assassin bugs,2,48,50,29
house.kitchen.Hemiptera (true bugs).Rhyparochromidae (dirt colored seed bugs),kitchen,Hemiptera,true bugs,Rhyparochromidae,dirt colored seed bugs,1,49,50,29
house.kitchen.Hemiptera (true bugs).Un ID family,kitchen,Hemiptera,true bugs,Un ID family,,3,47,50,29
"house.kitchen.Hymenoptera (bees, wasps, ants).Bethylidae (cuckoo wasps)",kitchen,Hymenoptera,"bees, wasps, ants",Bethylidae,cuckoo wasps,1,49,50,42
"house.kitchen.Hymenoptera (bees, wasps, ants).Braconidae (parasitoid wasps)",kitchen,Hymenoptera,"bees, wasps, ants",Braconidae,parasitoid wasps,3,47,50,42
"house.kitchen.Hymenoptera (bees, wasps, ants).Chrysididae (cuckoo wasps)",kitchen,Hymenoptera,"bees, wasps, ants",Chrysididae,cuckoo wasps,1,49,50,42
"house.kitchen.Hymenoptera (bees, wasps, ants).Diapriidae (parasitic wasps)",kitchen,Hymenoptera,"bees, wasps, ants",Diapriidae,parasitic wasps,1,49,50,42
"house.kitchen.Hymenoptera (bees, wasps, ants).Eulophidae (chalcid wasps)",kitchen,Hymenoptera,"bees, wasps, ants",Eulophidae,chalcid wasps,11,39,50,42
"house.kitchen.Hymenoptera (bees, wasps, ants).Formicidae (ants)",kitchen,Hymenoptera,"bees, wasps, ants",Formicidae,ants,41,9,50,42
"house.kitchen.Hymenoptera (bees, wasps, ants).Halictidae (sweat bees)",kitchen,Hymenoptera,"bees, wasps, ants",Halictidae,sweat bees,2,48,50,42
"house.kitchen.Hymenoptera (bees, wasps, ants).Ichneumonidae (scorpion wasps)",kitchen,Hymenoptera,"bees, wasps, ants",Ichneumonidae,scorpion wasps,2,48,50,42
"house.kitchen.Hymenoptera (bees, wasps, ants).Megachilidae (leaf cutter & mason bees)",kitchen,Hymenoptera,"bees, wasps, ants",Megachilidae,leaf cutter & mason bees,1,49,50,42
"house.kitchen.Hymenoptera (bees, wasps, ants).Mymaridae (fairyflies)",kitchen,Hymenoptera,"bees, wasps, ants",Mymaridae,fairyflies,1,49,50,42
"house.kitchen.Hymenoptera (bees, wasps, ants).Platygastridae (parasitic wasps)",kitchen,Hymenoptera,"bees, wasps, ants",Platygastridae,parasitic wasps,1,49,50,42
"house.kitchen.Hymenoptera (bees, wasps, ants).Proctotrupidae (parasitic wasps)",kitchen,Hymenoptera,"bees, wasps, ants",Proctotrupidae,parasitic wasps,1,49,50,42
"house.kitchen.Hymenoptera (bees, wasps, ants).Pteromalidae (Pteromalid wasps)",kitchen,Hymenoptera,"bees, wasps, ants",Pteromalidae,Pteromalid wasps,8,42,50,42
"house.kitchen.Hymenoptera (bees, wasps, ants).Un ID family",kitchen,Hymenoptera,"bees, wasps, ants",Un ID family,,1,49,50,42
"house.kitchen.Isopoda (woodlice, pillbugs, roly-poly's).Armadillidiidae (pillbugs)",kitchen,Isopoda,"woodlice, pillbugs, roly-poly's",Armadillidiidae,pillbugs,10,40,50,10
"house.kitchen.Isopoda (woodlice, pillbugs, roly-poly's).Porcellionidae (woodlice)",kitchen,Isopoda,"woodlice, pillbugs, roly-poly's",Porcellionidae,woodlice,2,48,50,10
"house.kitchen.Isopoda (woodlice, pillbugs, roly-poly's).Trachelipodidae (woodlice)",kitchen,Isopoda,"woodlice, pillbugs, roly-poly's",Trachelipodidae,woodlice,1,49,50,10
house.kitchen.Isoptera (termites).Rhinotermitidae (subterranean termites),kitchen,Isoptera,termites,Rhinotermitidae,subterranean termites,3,47,50,3
"house.kitchen.Lepidoptera (moths, butterflies).Geometridae (geometrid moths)",kitchen,Lepidoptera,"moths, butterflies",Geometridae,geometrid moths,1,49,50,19
"house.kitchen.Lepidoptera (moths, butterflies).Noctuidae (owlet moths)",kitchen,Lepidoptera,"moths, butterflies",Noctuidae,owlet moths,3,47,50,19
"house.kitchen.Lepidoptera (moths, butterflies).Pyralidae (pyralid moths)",kitchen,Lepidoptera,"moths, butterflies",Pyralidae,pyralid moths,11,39,50,19
"house.kitchen.Lepidoptera (moths, butterflies).Tineidae (clothes moths)",kitchen,Lepidoptera,"moths, butterflies",Tineidae,clothes moths,5,45,50,19
"house.kitchen.Lepidoptera (moths, butterflies).Un ID family",kitchen,Lepidoptera,"moths, butterflies",Un ID family,,3,47,50,19
house.kitchen.Lithobiomorpha (stone centipedes).Lithobiidae (stone centipedes),kitchen,Lithobiomorpha,stone centipedes,Lithobiidae,stone centipedes,1,49,50,1
house.kitchen.Microcoryphia (bristletails).Machilidae (jumping bristletails),kitchen,Microcoryphia,bristletails,Machilidae,jumping bristletails,1,49,50,1
house.kitchen.Neuroptera (lacewings).Chrysopidae (green lacewings),kitchen,Neuroptera,lacewings,Chrysopidae,green lacewings,2,48,50,5
house.kitchen.Neuroptera (lacewings).Coniopterygidae (dustywings),kitchen,Neuroptera,lacewings,Coniopterygidae,dustywings,1,49,50,5
house.kitchen.Neuroptera (lacewings).Hemerobiidae (brown lacewings),kitchen,Neuroptera,lacewings,Hemerobiidae,brown lacewings,3,47,50,5
"house.kitchen.Orthoptera (grasshoppers, etc).Myrmecophilidae (ant crickets)",kitchen,Orthoptera,"grasshoppers, etc",Myrmecophilidae,ant crickets,3,47,50,7
"house.kitchen.Orthoptera (grasshoppers, etc).Rhaphidophoridae (camel crickets)",kitchen,Orthoptera,"grasshoppers, etc",Rhaphidophoridae,camel crickets,3,47,50,7
"house.kitchen.Orthoptera (grasshoppers, etc).Tettigoniidae (katydids)",kitchen,Orthoptera,"grasshoppers, etc",Tettigoniidae,katydids,1,49,50,7
house.kitchen.Polydesmida (flat-backed millipedes).Paradoxosomatidae (millipedes),kitchen,Polydesmida,flat-backed millipedes,Paradoxosomatidae,millipedes,5,45,50,7
house.kitchen.Polydesmida (flat-backed millipedes).Polydesmidae (flat-backed millipedes),kitchen,Polydesmida,flat-backed millipedes,Polydesmidae,flat-backed millipedes,2,48,50,7
house.kitchen.Pseudoscorpiones (pseudoscorpions).Un ID family,kitchen,Pseudoscorpiones,pseudoscorpions,Un ID family,,1,49,50,1
"house.kitchen.Psocodea (barklice, booklice, parasitic lice).Ectopsocidae (outer barklice)",kitchen,Psocodea,"barklice, booklice, parasitic lice",Ectopsocidae,outer barklice,2,48,50,23
"house.kitchen.Psocodea (barklice, booklice, parasitic lice).Liposcelididae (booklice)",kitchen,Psocodea,"barklice, booklice, parasitic lice",Liposcelididae,booklice,19,31,50,23
"house.kitchen.Psocodea (barklice, booklice, parasitic lice).Stenopsocidae (narrow barklice)",kitchen,Psocodea,"barklice, booklice, parasitic lice",Stenopsocidae,narrow barklice,1,49,50,23
"house.kitchen.Psocodea (barklice, booklice, parasitic lice).Un ID family",kitchen,Psocodea,"barklice, booklice, parasitic lice",Un ID family,,5,45,50,23
house.kitchen.Scutigeromorpha (house centipedes).Scutigeridae (house centipedes),kitchen,Scutigeromorpha,house centipedes,Scutigeridae,house centipedes,5,45,50,5
house.kitchen.Siphonaptera (fleas).Pulicidae (fleas),kitchen,Siphonaptera,fleas,Pulicidae,fleas,1,49,50,1
house.kitchen.Spirobolida (round-backed millipedes).Spirobolidae (round-backed millipedes),kitchen,Spirobolida,round-backed millipedes,Spirobolidae,round-backed millipedes,1,49,50,1
house.kitchen.Thysanoptera (thrips).Thripidae (thrips),kitchen,Thysanoptera,thrips,Thripidae,thrips,3,47,50,4
house.kitchen.Thysanoptera (thrips).Un ID family,kitchen,Thysanoptera,thrips,Un ID family,,1,49,50,4
house.kitchen.Zygentoma (silverfish).Lepismatidae (silverfish),kitchen,Zygentoma,silverfish,Lepismatidae,silverfish,8,42,50,8
"house.other.Acari (mites, ticks).Un ID family",other,Acari,"mites, ticks",Un ID family,,1,8,9,1
house.other.Araneae (spiders).Agelenidae (funnel weavers),other,Araneae,spiders,Agelenidae,funnel weavers,1,8,9,8
house.other.Araneae (spiders).Linyphiidae (sheetweb & dwarf spiders),other,Araneae,spiders,Linyphiidae,sheetweb & dwarf spiders,1,8,9,8
house.other.Araneae (spiders).Lycosidae (wolf spiders),other,Araneae,spiders,Lycosidae,wolf spiders,1,8,9,8
house.other.Araneae (spiders).Oecobiidae (wall spiders),other,Araneae,spiders,Oecobiidae,wall spiders,1,8,9,8
house.other.Araneae (spiders).Pholcidae (cellar spiders),other,Araneae,spiders,Pholcidae,cellar spiders,3,6,9,8
house.other.Araneae (spiders).Salticidae (jumping spider),other,Araneae,spiders,Salticidae,jumping spider,2,7,9,8
house.other.Araneae (spiders).Theridiidae (cobweb spiders),other,Araneae,spiders,Theridiidae,cobweb spiders,6,3,9,8
house.other.Araneae (spiders).Un ID family,other,Araneae,spiders,Un ID family,,1,8,9,8
house.other.Blattodea (cockroaches).Blattidae (cockroaches),other,Blattodea,cockroaches,Blattidae,cockroaches,2,7,9,2
house.other.Coleoptera (beetles).Anobiidae (death watch beetles),other,Coleoptera,beetles,Anobiidae,death watch beetles,1,8,9,8
house.other.Coleoptera (beetles).Anthicidae (antlike flower beetles),other,Coleoptera,beetles,Anthicidae,antlike flower beetles,1,8,9,8
house.other.Coleoptera (beetles).Carabidae (ground beetles),other,Coleoptera,beetles,Carabidae,ground beetles,2,7,9,8
house.other.Coleoptera (beetles).Coccinellidae (ladybugs),other,Coleoptera,beetles,Coccinellidae,ladybugs,1,8,9,8
house.other.Coleoptera (beetles).Dermestidae (carpet beetles),other,Coleoptera,beetles,Dermestidae,carpet beetles,6,3,9,8
house.other.Coleoptera (beetles).Elateridae (click beetles),other,Coleoptera,beetles,Elateridae,click beetles,2,7,9,8
house.other.Coleoptera (beetles).Latridiidae (minute brown scavenger beetles),other,Coleoptera,beetles,Latridiidae,minute brown scavenger beetles,1,8,9,8
house.other.Coleoptera (beetles).Mordellidae (tumbling flower beetles),other,Coleoptera,beetles,Mordellidae,tumbling flower beetles,1,8,9,8
house.other.Coleoptera (beetles).Scarabaeidae (scarab beetles),other,Coleoptera,beetles,Scarabaeidae,scarab beetles,1,8,9,8
house.other.Coleoptera (beetles).Silvanidae (flat bark beetles),other,Coleoptera,beetles,Silvanidae,flat bark beetles,1,8,9,8
house.other.Coleoptera (beetles).Staphylinidae (rove beetles),other,Coleoptera,beetles,Staphylinidae,rove beetles,1,8,9,8
house.other.Coleoptera (beetles).Tenebrionidae (darkling beetles),other,Coleoptera,beetles,Tenebrionidae,darkling beetles,1,8,9,8
house.other.Coleoptera (beetles).Un ID family,other,Coleoptera,beetles,Un ID family,,1,8,9,8
house.other.Collembola (springtails).Entomobryidae (slender springtails),other,Collembola,springtails,Entomobryidae,slender springtails,4,5,9,4
house.other.Collembola (springtails).Tomoceridae (elongate bodied springtails),other,Collembola,springtails,Tomoceridae,elongate bodied springtails,1,8,9,4
house.other.Diplopoda (millipedes).Abacionidae (millipedes),other,Diplopoda,millipedes,Abacionidae,millipedes,1,8,9,1
house.other.Diptera (flies).Cecidomyiidae (gall midges),other,Diptera,flies,Cecidomyiidae,gall midges,4,5,9,7
house.other.Diptera (flies).Chironomidae (non biting midges),other,Diptera,flies,Chironomidae,non biting midges,1,8,9,7
house.other.Diptera (flies).Culicidae (mosquitoes),other,Diptera,flies,Culicidae,mosquitoes,1,8,9,7
"house.other.Diptera (flies).Drosophilidae (fruit flies, vinegar flies)",other,Diptera,flies,Drosophilidae,"fruit flies, vinegar flies",1,8,9,7
house.other.Diptera (flies).Milichiidae (freeloader flies),other,Diptera,flies,Milichiidae,freeloader flies,1,8,9,7
house.other.Diptera (flies).Muscidae (house flies),other,Diptera,flies,Muscidae,house flies,2,7,9,7
house.other.Diptera (flies).Mycetophilidae (fungus gnats),other,Diptera,flies,Mycetophilidae,fungus gnats,1,8,9,7
house.other.Diptera (flies).Phoridae (scuttle flies),other,Diptera,flies,Phoridae,scuttle flies,2,7,9,7
house.other.Diptera (flies).Psychodidae (sand & moth flies),other,Diptera,flies,Psychodidae,sand & moth flies,2,7,9,7
house.other.Diptera (flies).Sarcophagidae (flesh flies),other,Diptera,flies,Sarcophagidae,flesh flies,2,7,9,7
house.other.Diptera (flies).Scatopsidae (minute black scavenger flies),other,Diptera,flies,Scatopsidae,minute black scavenger flies,1,8,9,7
house.other.Diptera (flies).Sciaridae (dark winged fungus gnats),other,Diptera,flies,Sciaridae,dark winged fungus gnats,6,3,9,7
house.other.Diptera (flies).Stratiomyidae (soldier flies),other,Diptera,flies,Stratiomyidae,soldier flies,1,8,9,7
"house.other.Diptera (flies).Tabanidae (horse flies, deer flies)",other,Diptera,flies,Tabanidae,"horse flies, deer flies",1,8,9,7
house.other.Hemiptera (true bugs).Cicadellidae (leafhoppers),other,Hemiptera,true bugs,Cicadellidae,leafhoppers,1,8,9,2
house.other.Hemiptera (true bugs).Delphacidae (Delphacid planthoppers),other,Hemiptera,true bugs,Delphacidae,Delphacid planthoppers,1,8,9,2
house.other.Hemiptera (true bugs).Lygaeidae (seed bugs),other,Hemiptera,true bugs,Lygaeidae,seed bugs,1,8,9,2
house.other.Hemiptera (true bugs).Miridae (plant bugs),other,Hemiptera,true bugs,Miridae,plant bugs,1,8,9,2
house.other.Hemiptera (true bugs).Reduviidae (assassin bugs),other,Hemiptera,true bugs,Reduviidae,assassin bugs,1,8,9,2
house.other.Hemiptera (true bugs).Un ID family,other,Hemiptera,true bugs,Un ID family,,1,8,9,2
"house.other.Hymenoptera (bees, wasps, ants).Apidae (bees)",other,Hymenoptera,"bees, wasps, ants",Apidae,bees,1,8,9,7
"house.other.Hymenoptera (bees, wasps, ants).Encyrtidae (Chalcid wasps)",other,Hymenoptera,"bees, wasps, ants",Encyrtidae,Chalcid wasps,1,8,9,7
"house.other.Hymenoptera (bees, wasps, ants).Eulophidae (chalcid wasps)",other,Hymenoptera,"bees, wasps, ants",Eulophidae,chalcid wasps,3,6,9,7
"house.other.Hymenoptera (bees, wasps, ants).Formicidae (ants)",other,Hymenoptera,"bees, wasps, ants",Formicidae,ants,7,2,9,7
"house.other.Hymenoptera (bees, wasps, ants).Ichneumonidae (scorpion wasps)",other,Hymenoptera,"bees, wasps, ants",Ichneumonidae,scorpion wasps,1,8,9,7
"house.other.Hymenoptera (bees, wasps, ants).Platygastridae (parasitic wasps) (parasitoid wasps)",other,Hymenoptera,"bees, wasps, ants",Platygastridae,parasitic wasps,1,8,9,7
"house.other.Hymenoptera (bees, wasps, ants).Pompilidae (spider wasps)",other,Hymenoptera,"bees, wasps, ants",Pompilidae,spider wasps,1,8,9,7
"house.other.Isopoda (woodlice, pillbugs, roly-poly's).Armadillidiidae (pillbugs)",other,Isopoda,"woodlice, pillbugs, roly-poly's",Armadillidiidae,pillbugs,2,7,9,2
house.other.Isoptera (termites).Rhinotermitidae (subterranean termites),other,Isoptera,termites,Rhinotermitidae,subterranean termites,1,8,9,1
"house.other.Lepidoptera (moths, butterflies).Geometridae (geometrid moths)",other,Lepidoptera,"moths, butterflies",Geometridae,geometrid moths,1,8,9,5
"house.other.Lepidoptera (moths, butterflies).Noctuidae (owlet moths)",other,Lepidoptera,"moths, butterflies",Noctuidae,owlet moths,1,8,9,5
"house.other.Lepidoptera (moths, butterflies).Tineidae (clothes moths)",other,Lepidoptera,"moths, butterflies",Tineidae,clothes moths,2,7,9,5
"house.other.Lepidoptera (moths, butterflies).Un ID family",other,Lepidoptera,"moths, butterflies",Un ID family,,2,7,9,5
"house.other.Orthoptera (grasshoppers, etc).Rhaphidophoridae (camel crickets)",other,Orthoptera,"grasshoppers, etc",Rhaphidophoridae,camel crickets,3,6,9,3
